1  , 天戲 , 大德瑪西亞子民 、qq710467272 , 吉林大学 , 216.78 , 2015-07-09 
2  , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 212.87 , 2015-07-09 
3  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 212.77 , 2015-07-08 
4  , Sicily , KevinNing , 清华大学 , 212.57 , 2015-07-09 
5  , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 211.78 , 2015-07-08 
6  , ShenYangHot , TreeNewBee 、yude , 天津大学 , 211.70 , 2015-07-09 
7  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 211.17 , 2015-07-09 
8  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 210.57 , 2015-07-09 
9  , JQKA , JQKA , 华中科技大学 , 208.49 , 2015-07-05 
10  , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 208.13 , 2015-07-09 
11  , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 207.04 , 2015-07-06 
12  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 206.59 , 2015-07-09 
13  , keep fighting , keeper , 无 , 206.33 , 2015-07-09 
14  , 资深菜鸟 , kennyou 、慕》CS》岩 、chengzi , 桂林电子科技大学 , 205.77 , 2015-07-09 
15  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 205.40 , 2015-07-09 
16  , scrapinghub , ddd , 其它-国防科学技术大学 , 205.22 , 2015-07-09 
17  , fighting! , week , 无 , 204.91 , 2015-07-09 
18  , 不要太在意名字 , 小胖子要减肥 、若尘 、Hi , 杭州电子科技大学 , 204.45 , 2015-07-09 
19  , Resolution , F_eng 、realizing , 中国科学院 , 203.74 , 2015-07-09 
20  , Dimension of Curiosity , DOC 、小南瓜 、nishizhen , 北京航空航天大学 , 203.22 , 2015-07-08 
21  , LogHorizon , LogHorizon , 电子科技大学 , 203.00 , 2015-07-09 
22  , J , Jackie 、绿皮火车 , 桂林电子科技大学 , 202.61 , 2015-07-07 
23  , 飞猪 , 飞猪 , 南京航空航天大学 , 202.57 , 2015-07-05 
24  , ZZZZZ , ZLAKE , 香港科技大学 , 202.25 , 2015-07-08 
25  , zhcgb , chengzidepp , 云南农大 , 202.13 , 2015-07-09 
26  , 四季豆 , Kobian 、CLIO , 北京邮电大学 , 202.13 , 2015-07-08 
27  , Thanos , Optimus 、cocoa 、St.Young , 中国科学院 , 201.49 , 2015-07-09 
28  , 香菜 , 我是香菜啦啦啦 , 兰州大学 , 200.94 , 2015-07-09 
29  , SixFish , 宝宝鱼 、sixgod 、Bruce_L , 中国科学院 , 200.89 , 2015-07-05 
30  , 以上成绩作废 , tianchidasai , 电子科技大学 , 200.52 , 2015-07-09 
31  , 锦瑟 , Josh 、锦瑟无端 , 中国科学院 , 199.91 , 2015-07-09 
32  , Tea , 方硕 , 华南理工大学 , 199.83 , 2015-07-08 
33  , runningteam , 会长 、竹韵潇潇 、monologue , 东南大学 , 199.68 , 2015-07-03 
34  , 每天早起吃早餐 , forest , 哈尔滨工业大学 , 199.35 , 2015-07-03 
35  , stephanieleong , Andos 、Stephanie 、kangkona , 中国科学技术大学 , 199.32 , 2015-07-03 
36  , chelseayuan , chelseayuan , 浙江大学 , 198.49 , 2015-07-08 
37  , 小芒果 , Swen , 北京航空航天大学 , 198.29 , 2015-07-06 
38  , BIT_STAT_PHD , k风 , 北京理工大学 , 198.28 , 2015-07-09 
39  , 娃姐俾只青蛙捉住啦 , 华华 , 哈尔滨工业大学 , 197.84 , 2015-07-09 
40  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 197.77 , 2015-07-09 
41  , S.P.Q.R , Achilles 、MenGo 、Lucifer , 中国科学技术大学 , 197.69 , 2015-07-04 
42  , 这个团队的名字叫 , miracle 、EvanChen , 上海交通大学 , 197.59 , 2015-07-09 
43  , 我是只小小小菜鸟 , 逝水无痕114 , 电子科技大学 , 197.48 , 2015-07-09 
44  , 命悬一线 , csguru 、橡皮乱飞 、XinGe , Overseas-Univer... , 197.40 , 2015-07-09 
45  , 天池蜗牛 , 乔木006 、广州Abel , 广东工业大学 , 197.25 , 2015-07-07 
46  , ZJUer_不惧风雨 , marnuster 、舒小雨 , 浙江大学 , 197.10 , 2015-07-09 
47  , 2加2 , 2加2 , 西安电子科技大学 , 196.84 , 2015-07-08 
48  , 我蛤依旧笑春风 , littlehorsebrother , 南京理工 , 196.26 , 2015-07-08 
49  , datahacker , 金陵书生 、笨笨2 , 南京邮电大学 , 196.07 , 2015-07-09 
50  , Duang~Duang , Duang~Duang , 华中科技大学 , 195.54 , 2015-07-08 
