1 , Sicily , KevinNing , 清华大学 , 212.18 , 2015-07-05 
2 , 天戲 , 大德瑪西亞子民 、qq710467272 , 吉林大学 , 210.47 , 2015-07-06 
3 , JQKA , JQKA , 华中科技大学 , 208.49 , 2015-07-05 
4  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 208.24 , 2015-07-07 
5  , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 207.04 , 2015-07-06 
6  , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 206.85 , 2015-07-06 
7  , J , Jackie 、绿皮火车 , 桂林电子科技大学 , 202.61 , 2015-07-07 
8  , 飞猪 , 飞猪 , 南京航空航天大学 , 202.57 , 2015-07-05 
9  , ShenYangHot , TreeNewBee 、yude , 天津大学 , 201.87 , 2015-07-06 
10  , ZZZZZ , ZLAKE , 香港科技大学 , 201.73 , 2015-07-07 
11  , Dimension of Curiosity , DOC 、小南瓜 、nishizhen , 北京航空航天大学 , 201.69 , 2015-07-06 
12  , scrapinghub , ddd , 其它-国防科学技术大学 , 201.50 , 2015-07-07 
13  , SixFish , 宝宝鱼 、sixgod 、Bruce_L , 中国科学院 , 200.89 , 2015-07-05 
14  , runningteam , 会长 、竹韵潇潇 、monologue , 东南大学 , 199.68 , 2015-07-03 
15  , 每天早起吃早餐 , forest , 哈尔滨工业大学 , 199.35 , 2015-07-03 
16  , stephanieleong , Andos 、Stephanie 、kangkona , 中国科学技术大学 , 199.32 , 2015-07-03 
17  , 香菜 , 我是香菜啦啦啦 , 兰州大学 , 199.21 , 2015-07-07 
18  , zhcgb , chengzidepp , 云南农大 , 198.51 , 2015-07-07 
19  , 资深菜鸟 , kennyou 、慕》CS》岩 、chengzi , 桂林电子科技大学 , 198.47 , 2015-07-07 
20  , fighting! , week , 无 , 198.47 , 2015-07-07 
21  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 198.37 , 2015-07-07 
22  , 小芒果 , Swen , 北京航空航天大学 , 198.29 , 2015-07-06 
23  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 198.10 , 2015-07-05 
24  , BIT_STAT_PHD , k风 , 北京理工大学 , 197.76 , 2015-07-07 
25  , chelseayuan , chelseayuan , 浙江大学 , 197.76 , 2015-07-07 
26  , S.P.Q.R , Achilles 、MenGo 、Lucifer , 中国科学技术大学 , 197.69 , 2015-07-04 
27  , 天池蜗牛 , 乔木006 、广州Abel , 广东工业大学 , 197.25 , 2015-07-07 
28  , LogHorizon , LogHorizon , 电子科技大学 , 196.49 , 2015-07-07 
29  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 196.35 , 2015-07-07 
30  , 我蛤依旧笑春风 , littlehorsebrother , 南京理工 , 195.55 , 2015-07-06 
31  , AC哥哥 , AC哥哥 , 浙江大学 , 195.51 , 2015-07-06 
32  , Lakeside of Baikal , 潜卧终南 , 西安电子科技大学 , 194.74 , 2015-07-06 
33  , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 194.39 , 2015-07-07 
34  , Resolution , F_eng 、realizing , 中国科学院 , 194.38 , 2015-07-06 
35  , seu推土机 , 爱吃青蛙的蟾蜍 、小甜甜 、紫月小米 , 东南大学 , 194.33 , 2015-07-07 
36  , 静水流深123 , 静水流深 , 广西师范大学 , 193.86 , 2015-07-07 
37  , sibschen , chenquncuocuo , 中国科学院上海生命科学研究院 , 193.57 , 2015-07-07 
38  , qianjiye.de , Jiye 、HeanJean 、Lancer , 重庆大学 , 193.42 , 2015-07-07 
39  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 193.32 , 2015-07-02 
40  , 不要怕！是技术性调整！不要怕！ , 城寒 、SIDIG 、pklfz , 北京邮电大学 , 193.18 , 2015-07-07 
41  , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 193.14 , 2015-07-07 
42  , 小蚂蚁 , 把时间当做朋友 、bicelove 、小杰 , 浙江工商 , 192.87 , 2015-07-03 
43  , 2加2 , 2加2 , 西安电子科技大学 , 192.86 , 2015-07-05 
44  , 颤抖吧，人类！ , 乡村别墅 , 安徽工业大学 , 192.84 , 2015-07-06 
45  , 不要太在意名字 , 小胖子要减肥 、若尘 、Hi , 杭州电子科技大学 , 192.79 , 2015-07-06 
46  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 192.70 , 2015-07-06 
