1 , Sicily , KevinNing , 清华大学 , 212.18 , 2015-07-05 
2  , 天戲 , 大德瑪西亞子民 、qq710467272 , 吉林大学 , 210.47 , 2015-07-06 
3  , JQKA , JQKA , 华中科技大学 , 208.49 , 2015-07-05 
4 , 樱园的玻尔兹曼机 , bigdataminer 、打个酱油2333 、luke , 武汉大学 , 207.04 , 2015-07-06 
5 , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 206.85 , 2015-07-06 
6 , 飞猪 , 飞猪 , 南京航空航天大学 , 202.57 , 2015-07-05 
7  , ShenYangHot , TreeNewBee 、yude , 天津大学 , 201.87 , 2015-07-06 
8  , Dimension of Curiosity , DOC 、小南瓜 、nishizhen , 北京航空航天大学 , 201.69 , 2015-07-06 
9  , SixFish , 宝宝鱼 、sixgod 、Bruce_L , 中国科学院 , 200.89 , 2015-07-05 
10  , runningteam , 会长 、竹韵潇潇 、monologue , 东南大学 , 199.68 , 2015-07-03 
11  , 每天早起吃早餐 , forest , 哈尔滨工业大学 , 199.35 , 2015-07-03 
12  , stephanieleong , Andos 、Stephanie 、kangkona , 中国科学技术大学 , 199.32 , 2015-07-03 
13  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 198.37 , 2015-07-06 
14  , 小芒果 , Swen , 北京航空航天大学 , 198.29 , 2015-07-06 
15  , scrapinghub , ddd , 其它-国防科学技术大学 , 198.27 , 2015-07-06 
16  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 198.10 , 2015-07-05 
17  , S.P.Q.R , Achilles 、MenGo 、Lucifer , 中国科学技术大学 , 197.69 , 2015-07-04 
18  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 195.80 , 2015-07-04 
19  , 我蛤依旧笑春风 , littlehorsebrother , 南京理工 , 195.55 , 2015-07-06 
20  , AC哥哥 , AC哥哥 , 浙江大学 , 195.51 , 2015-07-06 
21  , zhcgb , chengzidepp , 云南农大 , 195.39 , 2015-07-06 
22  , 资深菜鸟 , kennyou 、慕》CS》岩 、chengzi , 桂林电子科技大学 , 195.35 , 2015-07-06 
23  , BIT_STAT_PHD , k风 , 北京理工大学 , 194.88 , 2015-07-06 
24  , Lakeside of Baikal , 潜卧终南 , 西安电子科技大学 , 194.74 , 2015-07-06 
25  , 香菜 , 我是香菜啦啦啦 , 兰州大学 , 194.41 , 2015-07-06 
26  , Resolution , F_eng 、realizing , 中国科学院 , 194.38 , 2015-07-06 
27  , ZZZZZ , ZLAKE , 香港科技大学 , 193.60 , 2015-07-06 
28  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 193.53 , 2015-07-06 
29  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 193.32 , 2015-07-02 
30  , 小蚂蚁 , 把时间当做朋友 、bicelove 、小杰 , 浙江工商 , 192.87 , 2015-07-03 
31  , 2加2 , 2加2 , 西安电子科技大学 , 192.86 , 2015-07-05 
32  , 颤抖吧，人类！ , 乡村别墅 , 安徽工业大学 , 192.84 , 2015-07-06 
33  , 不要太在意名字 , 小胖子要减肥 、若尘 、Hi , 杭州电子科技大学 , 192.79 , 2015-07-06 
34  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 192.70 , 2015-07-06 
35  , 博哥的小风车 , youknow 、vice顺子 , 北京邮电大学 , 192.67 , 2015-07-04 
36  , Lucky Loser , Shadow1992 、ZakiW 、freeshire , 南京航空航天大学 , 192.65 , 2015-07-04 
37  , USTC_2015 , 雪中漫步 , 中国科学技术大学 , 192.54 , 2015-07-06 
38  , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 192.44 , 2015-07-05 
39  , sibschen , chenquncuocuo , 中国科学院上海生命科学研究院 , 192.42 , 2015-07-06 
40  , 牛刀小试 , alexwolf 、HumoLudens 、了了 , 兰州大学 , 192.15 , 2015-07-05 
41  , CACNTAP , CACNTAP , 华中农大 , 191.26 , 2015-07-06 
42  , 锦瑟 , Josh 、锦瑟无端 , 中国科学院 , 190.86 , 2015-07-06 
43  , SDL , Derek_Xu 、bearrrl 、lhxandcxy , 华南理工大学 , 190.69 , 2015-07-05 
44  , LogHorizon , LogHorizon , 电子科技大学 , 190.63 , 2015-07-05 
45  , 快乐的小金牛 , yhdlala , 西安电子科技大学 , 190.52 , 2015-07-06 
46  , 1/inf , 大邪神 、inf , 北京邮电大学 , 190.32 , 2015-07-04 
