1  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 219.63 , 2015-07-13 
2  , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 219.44 , 2015-07-13 
3  , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 219.07 , 2015-07-13 
4  , 博哥的小风车 , youknow 、vice顺子 , 北京邮电大学 , 217.76 , 2015-07-12 
5  , 天戲 , 大德瑪西亞子民 、夏季冥想 , 吉林大学 , 216.78 , 2015-07-09 
6  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 215.98 , 2015-07-13 
7  , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 215.08 , 2015-07-12 
8  , Sicily , KevinNing , 清华大学 , 214.03 , 2015-07-12 
9  , JQKA , JQKA , 华中科技大学 , 213.74 , 2015-07-10 
10  , Second , DataEngineer , 同济大学 , 213.44 , 2015-07-13 
11  , Lucky Loser , Shadow1992 、ZakiW 、freeshire , 南京航空航天大学 , 213.39 , 2015-07-12 
12  , ShenYangHot , TreeNewBee 、yude , 天津大学 , 212.97 , 2015-07-13 
13  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 212.84 , 2015-07-10 
14  , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 211.34 , 2015-07-10 
15  , 四季豆 , Kobian 、CLIO , 北京邮电大学 , 211.32 , 2015-07-12 
16  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 210.57 , 2015-07-09 
17  , scrapinghub , ddd , 其它-国防科学技术大学 , 210.25 , 2015-07-12 
18  , chelseayuan , chelseayuan , 浙江大学 , 210.08 , 2015-07-13 
19  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 208.89 , 2015-07-10 
20  , 蟹堡王 , 大星 , 哈尔滨工业大学 , 208.23 , 2015-07-13 
21  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 207.38 , 2015-07-12 
22  , LogHorizon , LogHorizon , 电子科技大学 , 206.85 , 2015-07-13 
23  , NewType , 安麒 、Deborah , 广州视源电子科技股份有限公司 , 206.81 , 2015-07-13 
24  , kabujinuo , kabujinuo , 香港科技大学 , 206.61 , 2015-07-11 
