1  , 天戲 , 大德瑪西亞子民 、夏季冥想 , 吉林大学 , 223.68 , 2015-07-22 
2  , ZJUer_不惧风雨 , Geoffrey 、舒小雨 , 浙江大学 , 217.71 , 2015-07-21 
3  , 野驴飞翔 , adamzhao 、Coder_bin 、lxin , 哈尔滨工业大学 , 215.77 , 2015-07-21 
4  , JQKA , JQKA , 华中科技大学 , 213.91 , 2015-07-21 
5  , chelseayuan , chelseayuan , 浙江大学 , 212.11 , 2015-07-22 
6  , 四季豆 , Kobian 、CLIO , 北京邮电大学 , 211.88 , 2015-07-20 
7  , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 211.47 , 2015-07-20 
8  , 百安星辰 , 百安星辰 , 其它-国防科学技术大学 , 210.63 , 2015-07-21 
9  , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 209.84 , 2015-07-22 
10  , 颤抖吧，人类！ , 乡村别墅 , 安徽工业大学 , 208.56 , 2015-07-22 
11  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 208.15 , 2015-07-20 
12  , seu推土机 , 爱吃青蛙的蟾蜍 、小甜甜 、紫月小米 , 东南大学 , 207.84 , 2015-07-22 
13  , 不要太在意名字 , 小胖子要减肥 、若尘 、Hi , 杭州电子科技大学 , 207.58 , 2015-07-22 
14  , 仗剑而歌 , 青衣持剑客 、shaha_2 、蕊 , 中山大学 , 207.17 , 2015-07-22 
15  , Second , DataEngineer , 同济大学 , 206.75 , 2015-07-21 
16  , scrapinghub , ddd , 其它-国防科学技术大学 , 206.28 , 2015-07-22 
17  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 206.25 , 2015-07-21 
18  , </Scorpion> , ReLoad 、gpy531 、龙前尘 , 东南大学 , 205.99 , 2015-07-22 
19  , Sicily , KevinNing , 清华大学 , 205.81 , 2015-07-20 
20  , lukaFans , luka花恋蝶 , 东南大学 , 205.66 , 2015-07-22 
21  , 快乐的小金牛 , yhdlala , 西安电子科技大学 , 205.27 , 2015-07-21 
22 , 求带2015 , 白勺的 , 中南大学 , 204.82 , 2015-07-22 
23  , Lakeside of Baikal , 潜卧终南 , 西安电子科技大学 , 204.71 , 2015-07-22 
24  , 2加2 , 2加2 , 西安电子科技大学 , 204.12 , 2015-07-22 
25  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 203.70 , 2015-07-22 
26  , 歩留行 , 歩留行 , 中国科学院 , 203.65 , 2015-07-22 
27  , fighting! , week , 无 , 203.50 , 2015-07-20 
28  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 203.43 , 2015-07-21 
29  , LogHorizon , LogHorizon , 电子科技大学 , 202.85 , 2015-07-22 
30  , Day Dream , 任成磊 、卡卡 、sololament , 华东师大 , 202.22 , 2015-07-22 
31  , 数学必胜 , orzsql , 吉林大学 , 201.92 , 2015-07-22 
32  , Dandelion , 释然 、刀客白白 , 西安电子科技大学 , 201.49 , 2015-07-22 
33  , 博哥的小风车 , youknow 、vice顺子 , 北京邮电大学 , 200.69 , 2015-07-22 
34  , SmileLemon , lxcheng322 、河里的石头 、不吃柠檬 , 天津理工 , 200.68 , 2015-07-22 
35  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 200.64 , 2015-07-22 
36  , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 200.50 , 2015-07-22 
37  , 大磊哥 , 丁婕 , 华东师大 , 200.47 , 2015-07-22 
38  , 东方不败 , 独孤求败+西门春雪 、YiranX , 杭州电子科技大学 , 200.47 , 2015-07-22 
39  , 天池蜗牛 , 乔木006 、广州Abel , 广东工业大学 , 200.38 , 2015-07-22 
40  , 信科19楼 , BRYAN 、phoebe 、浪灬飞 , 重庆邮电大学 , 200.37 , 2015-07-22 
41  , stackoverflow , Nothrow 、freedom 、SegmentFault , 杭州电子科技大学 , 199.77 , 2015-07-22 
42  , 背水1战 , Sunshine123 , 中国科学院 , 199.54 , 2015-07-22 
43  , runningteam , 会长 、竹韵潇潇 、monologue , 东南大学 , 199.53 , 2015-07-21 
44  , 凑热闹 , 凑热闹 , 中国科学院 , 199.45 , 2015-07-22 
45  , 长得帅，死得快 , Mr su_苏 , 武汉理工 , 199.11 , 2015-07-22 
46  , 吃货组 , 小吃货 、Dreamsoul , 杭州电子科技大学 , 199.03 , 2015-07-20 
47  , SixFish , 宝宝鱼 、sixgod 、Bruce_L , 中国科学院 , 199.01 , 2015-07-21 
48  , 阳梦沙笔 , ym_xhh 、梓桐 、ZRLB , 重庆邮电大学 , 198.95 , 2015-07-21 
49  , Nova Heart , Beautiful Boys 、天池aaa , 浙江大学 , 198.63 , 2015-07-22 
50  , 第二赛季接着干 , 快乐人生 , 西安电子科技大学 , 198.51 , 2015-07-21 
51  , 花样姐姐 , 不点 、游弋的蔷薇 、守望者 , 北京邮电大学 , 198.48 , 2015-07-21 
52  , Turing , wchh9006 、梅子 、Unlearn , 浙江大学 , 198.29 , 2015-07-22 
53  , LoveMango , fmr1011 , 浙江大学 , 198.08 , 2015-07-22 
54  , 璐璐要改变 , 暴走萝莉萌萌哒 , 中山大学 , 197.85 , 2015-07-22 
55  , 大徒儿 , 师傅加油 , 西安电子科技大学 , 197.83 , 2015-07-22 
56  , 资深菜鸟 , kennyou 、慕》CS》岩 、chengzi , 桂林电子科技大学 , 197.57 , 2015-07-21 
57  , AC哥哥 , AC哥哥 , 浙江大学 , 197.53 , 2015-07-20 
58  , kabujinuo , kabujinuo , 香港科技大学 , 197.51 , 2015-07-22 
59  , two_little_pigs , carrie , 同济大学 , 197.38 , 2015-07-22 
60  , 不知道叫什么名字 , 讨厌的周末 , 清华大学 , 197.06 , 2015-07-21 
61  , 不要怕！是技术性调整！不要怕！ , 城寒 、SIDIG 、pklfz , 北京邮电大学 , 197.05 , 2015-07-22 
62  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 197.03 , 2015-07-21 
63  , 蟹堡王 , 大星 , 哈尔滨工业大学 , 196.80 , 2015-07-22 
64  , ZZZZZ , ZLAKE , 香港科技大学 , 196.73 , 2015-07-22 
65  , Dimension of Curiosity , DOC 、小南瓜 、nishizhen , 北京航空航天大学 , 196.72 , 2015-07-22 
66  , 苏飞 , 苏飞 , 北京大学 , 196.58 , 2015-07-20 
67  , Abner_kaho , abner_Young 、kaho 、sysu_xf , 中山大学 , 196.38 , 2015-07-20 
68 , S.P.Q.R , Achilles 、MenGo 、Lucifer , 中国科学技术大学 , 196.27 , 2015-07-22 
69  , 小绿叶 , 小绿叶 , 上海交通大学 , 196.23 , 2015-07-22 
70  , Lucky Loser , Shadow1992 、ZakiW 、freeshire , 南京航空航天大学 , 196.07 , 2015-07-22 
71  , 我是矮嘟 , 我是矮嘟 , 肇庆学院 , 195.93 , 2015-07-22 
72  , NewType , 安麒 、Deborah , 广州视源电子科技股份有限公司 , 195.78 , 2015-07-22 
73  , stephanieleong , Andos 、Stephanie 、kangkona , 中国科学技术大学 , 195.77 , 2015-07-21 
74  , 锦瑟 , Josh 、锦瑟无端 , 中国科学院 , 195.40 , 2015-07-21 
75  , 电光火石 , ghost 、喻天 、湘笑 , 西南交大 , 195.26 , 2015-07-22 
76  , qianjiye.de , Jiye 、HeanJean 、Lancer , 重庆大学 , 195.15 , 2015-07-22 
77  , Thanos , Optimus 、cocoa 、St.Young , 中国科学院 , 195.05 , 2015-07-21 
78  , 飞飞爱飞飞 , 飞飞爱飞飞 , 南京航空航天大学 , 194.54 , 2015-07-21 
79  , 这个团队的名字叫 , miracle 、EvanChen , 上海交通大学 , 194.45 , 2015-07-22 
80  , 我是只小小小菜鸟 , 逝水无痕114 , 电子科技大学 , 194.33 , 2015-07-20 
81  , 小伙子们你们很吊呀 , Liberty , 东南大学 , 194.14 , 2015-07-22 
