1  , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 229.44 , 2015-07-25 
2  , 天戲 , 大德瑪西亞子民 、夏季冥想 , 吉林大学 , 229.30 , 2015-07-25 
3  , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 224.62 , 2015-07-25 
4  , kabujinuo , kabujinuo , 香港科技大学 , 222.45 , 2015-07-25 
5  , 黑风双煞 , wjrenwh 、wjcajhp , 北京邮电大学 , 221.90 , 2015-07-25 
6  , ZZZZZ , ZLAKE , 香港科技大学 , 217.93 , 2015-07-25 
7  , ZJUer_不惧风雨 , Geoffrey 、舒小雨 , 浙江大学 , 217.71 , 2015-07-21 
8  , JQKA , JQKA , 华中科技大学 , 213.91 , 2015-07-21 
9  , two_little_pigs , carrie , 同济大学 , 212.49 , 2015-07-25 
10  , chelseayuan , chelseayuan , 浙江大学 , 212.11 , 2015-07-22 
11  , 四季豆 , Kobian 、CLIO , 北京邮电大学 , 211.88 , 2015-07-20 
12  , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 211.47 , 2015-07-20 
13  , Lakeside of Baikal , 潜卧终南 , 西安电子科技大学 , 211.46 , 2015-07-25 
14  , 百安星辰 , 百安星辰 , 其它-国防科学技术大学 , 210.63 , 2015-07-21 
15  , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 209.84 , 2015-07-22 
16  , fighting! , week , 无 , 209.27 , 2015-07-25 
17  , scrapinghub , ddd , 其它-国防科学技术大学 , 209.02 , 2015-07-25 
18  , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 208.70 , 2015-07-25 
19  , 颤抖吧，人类！ , 乡村别墅 , 安徽工业大学 , 208.56 , 2015-07-22 
20  , 不要太在意名字 , 小胖子要减肥 、若尘 、Hi , 杭州电子科技大学 , 208.52 , 2015-07-25 
21  , </Scorpion> , ReLoad 、gpy531 、龙前尘 , 东南大学 , 208.25 , 2015-07-25 
22  , seu推土机 , 爱吃青蛙的蟾蜍 、小甜甜 、紫月小米 , 东南大学 , 207.84 , 2015-07-22 
23  , 我是只小小小菜鸟 , 逝水无痕114 , 电子科技大学 , 207.40 , 2015-07-25 
24  , 仗剑而歌 , 青衣持剑客 、shaha_2 、蕊 , 中山大学 , 207.17 , 2015-07-22 
25  , stackoverflow , Nothrow 、freedom 、SegmentFault , 杭州电子科技大学 , 207.05 , 2015-07-25 
26  , Second , DataEngineer , 同济大学 , 206.75 , 2015-07-21 
27  , Sicily , KevinNing , 清华大学 , 205.81 , 2015-07-20 
28  , lukaFans , luka花恋蝶 , 东南大学 , 205.66 , 2015-07-25 
29  , 2加2 , 2加2 , 西安电子科技大学 , 205.56 , 2015-07-25 
30  , 快乐的小金牛 , yhdlala , 西安电子科技大学 , 205.27 , 2015-07-21 
31  , runningteam , 会长 、竹韵潇潇 、monologue , 东南大学 , 204.96 , 2015-07-25 
32  , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 204.90 , 2015-07-25 
33  , 求带2015 , 白勺的 , 中南大学 , 204.82 , 2015-07-22 
34  , Thanos , Optimus 、cocoa 、St.Young , 中国科学院 , 204.71 , 2015-07-25 
35  , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 203.93 , 2015-07-25 
36  , 歩留行 , 歩留行 , 中国科学院 , 203.77 , 2015-07-25 
37  , qqqqq , teldrassil 、PhillipHu 、疾风驰宇 , 东南大学 , 203.70 , 2015-07-22 
38  , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 202.92 , 2015-07-25 
39  , LogHorizon , LogHorizon , 电子科技大学 , 202.85 , 2015-07-22 
40  , 不要怕！是技术性调整！不要怕！ , 城寒 、SIDIG 、pklfz , 北京邮电大学 , 202.60 , 2015-07-25 
41  , ShenYangHot , TreeNewBee 、yude , 天津大学 , 202.57 , 2015-07-25 
42  , SmileLemon , lxcheng322 、河里的石头 、不吃柠檬 , 天津理工 , 202.28 , 2015-07-25 
43  , Day Dream , 任成磊 、卡卡 、sololament , 华东师大 , 202.22 , 2015-07-22 
44  , 花样姐姐 , 不点 、游弋的蔷薇 、守望者 , 北京邮电大学 , 202.17 , 2015-07-25 
45  , 苏飞 , 苏飞 , 北京大学 , 201.97 , 2015-07-25 
