1 , 天戲 , 大德瑪西亞子民 、夏季冥想 , 吉林大学 , 227.48 , 2015-07-16 
2 , 还是要好好学习啊 , 雪伦 , 哈尔滨工业大学 , 224.90 , 2015-07-16 
3 , 你猜宇宙有几维？ , eleven-dimension 、大数据有多大 、小豆子 , 北京邮电大学 , 221.06 , 2015-07-15 
4 , come on yyy , 木木 、xzlycandy 、风轻 , 中国科学技术大学 , 220.79 , 2015-07-16 
5 , ShenYangHot , TreeNewBee 、yude , 天津大学 , 219.90 , 2015-07-16 
6 , 海南芒果 , Mammoth 、大苹果 , 华中科技大学 , 219.63 , 2015-07-13 
7 , 博哥的小风车 , youknow 、vice顺子 , 北京邮电大学 , 219.28 , 2015-07-16 
8 , Lucky Loser , Shadow1992 、ZakiW 、freeshire , 南京航空航天大学 , 219.25 , 2015-07-15 
9 , 樱园的玻尔兹曼机 , bigdataminer 、邪魅酷霸拽的花伦哥哥 、luke , 武汉大学 , 219.07 , 2015-07-13 
10 , 三只熊 , 旋风小子 、大熊星座 、rocklee , 哈尔滨工业大学 , 218.84 , 2015-07-16 
11 , kabujinuo , kabujinuo , 香港科技大学 , 217.33 , 2015-07-14 
12 , zhangmcnic , zhangmcnic , 南通大学 , 217.33 , 2015-07-15 
13 , 飞猪 , 飞猪 , 南京航空航天大学 , 217.16 , 2015-07-16 
14 , Sicily , KevinNing , 清华大学 , 216.92 , 2015-07-16 
15 , JQKA , JQKA , 华中科技大学 , 216.75 , 2015-07-16 
16 , 爱萝莉真是太好了 , LeeZz 、o_ochao 、老坛酸菜 , 北京理工大学 , 215.08 , 2015-07-12 
17 , scrapinghub , ddd , 其它-国防科学技术大学 , 214.79 , 2015-07-16 
18 , LogHorizon , LogHorizon , 电子科技大学 , 214.49 , 2015-07-16 
19 , SmileLemon , lxcheng322 、河里的石头 、不吃柠檬 , 天津理工 , 213.96 , 2015-07-16 
20 , Second , DataEngineer , 同济大学 , 213.44 , 2015-07-13 
21 , 歩留行 , 歩留行 , 中国科学院 , 213.21 , 2015-07-16 
22 , 金戈铁马 , 匹马戍梁州 , 南方医科大学 , 213.08 , 2015-07-16 
23 , 酸辣紫菜泡面 , Dataer , 北京邮电大学 , 212.84 , 2015-07-10 
24 , stackoverflow , Nothrow 、freedom 、SegmentFault , 杭州电子科技大学 , 212.30 , 2015-07-16 
25 , 瞎扯淡 , 吖louis , 暨南大学 , 212.29 , 2015-07-16 
26 , chelseayuan , chelseayuan , 浙江大学 , 212.12 , 2015-07-16 
27 , 不要怕！是技术性调整！不要怕！ , 城寒 、SIDIG 、pklfz , 北京邮电大学 , 212.08 , 2015-07-16 
28 , 吃货组 , 小吃货 、Dreamsoul , 杭州电子科技大学 , 211.98 , 2015-07-15 
29 , dy的荣耀 , dy的荣耀 , 中南大学 , 211.68 , 2015-07-16 
30 , 四季豆 , Kobian 、CLIO , 北京邮电大学 , 211.32 , 2015-07-12 
